batch_name,instrument_name,batch_passed,reviewer_name,batch_collected_timestamp,review_start_timestamp,review_complete_timestamp,parameter,codeine,hydrocodone,hydromorphone,morphine,oxycodone,oxymorphone
b653237,sleepy,TRUE,Yolanda,2017-01-07 22:44:29,2017-01-08 09:29:47,2017-01-08 09:53:58,calibration_slope,0.006968971986588366,0.007189030478363832,0.006836087561868761,0.007769110985912249,0.006988085636024328,0.007050908840998798
b817308,bashful,TRUE,Xavier,2017-01-08 00:49:42,2017-01-08 12:49:49,2017-01-08 13:24:49,calibration_slope,0.007050302573004398,0.00746407713566575,0.007072232753575215,0.006578627132047552,0.007854886160215978,0.007379516238672022
b211453,sneezy,TRUE,Xavier,2017-01-07 23:19:16,2017-01-08 13:54:07,2017-01-08 14:24:40,calibration_slope,0.006951800862379463,0.006982376093014296,0.006343507428627725,0.007539919727401665,0.007408238561970802,0.007655740360363105
b351026,dopey,TRUE,Xavier,2017-01-08 01:12:10,2017-01-08 12:45:54,2017-01-08 13:19:18,calibration_slope,0.007292340533958202,0.006685174704804052,0.007110346832799296,0.007574948386358825,0.006562190360016619,0.007389197618854929
b758010,sleepy,TRUE,Yolanda,2017-01-08 00:32:17,2017-01-08 10:02:01,2017-01-08 10:34:16,calibration_slope,0.007078726269924592,0.007030439918364348,0.006488798296737106,0.0068662590914405,0.006589140763620819,0.006941160747710201
b398206,bashful,TRUE,Yolanda,2017-01-07 21:05:08,2017-01-08 09:20:03,2017-01-08 09:38:29,calibration_slope,0.006848543827874873,0.006988708515585708,0.006603503281488385,0.007582937035339546,0.006709315448213564,0.006426360531461427
b562647,grumpy,TRUE,Zachary,2017-01-08 01:24:56,2017-01-08 13:25:48,2017-01-08 13:42:08,calibration_slope,0.007392282948375837,0.005845261280832539,0.006936639889227613,0.007100587370316403,0.00677430699636511,0.007209274675488049
b767439,sneezy,TRUE,Yolanda,2017-01-07 21:32:57,2017-01-08 09:13:16,2017-01-08 09:40:57,calibration_slope,0.0070758960116683485,0.006560634455043943,0.007502685941267582,0.007378855561559171,0.006543381156699047,0.006691025305216719
b891091,bashful,TRUE,Brad,2017-01-08 00:04:51,2017-01-08 09:06:08,2017-01-08 09:40:25,calibration_slope,0.007154326749336036,0.006890537795929672,0.007399989369419356,0.007208901214778601,0.007392980664936493,0.007007364649619633
b698014,dopey,TRUE,Charles,2017-01-07 20:44:26,2017-01-08 13:24:11,2017-01-08 13:39:34,calibration_slope,0.007670074461811963,0.007196949180938356,0.007426131762369865,0.006451204619788418,0.007032800819679412,0.00609935148361436
b286060,dopey,TRUE,Alice,2017-01-08 01:37:27,2017-01-08 11:15:41,2017-01-08 11:53:58,calibration_slope,0.00743341976670282,0.006401089543640698,0.007131589220561427,0.007563334901814646,0.006841847139173334,0.007083984109143025
b257297,bashful,TRUE,Charles,2017-01-07 23:14:32,2017-01-08 12:58:28,2017-01-08 13:30:25,calibration_slope,0.007192103491220952,0.007175713079788657,0.007030885279660455,0.00726351902173527,0.0070557907603720415,0.007068766724024612
b113477,sleepy,TRUE,Charles,2017-01-08 01:27:42,2017-01-08 10:55:35,2017-01-08 11:31:36,calibration_slope,0.0067845730433825245,0.0076150252095565935,0.007642060248002912,0.006609739864687371,0.007543313458910373,0.0071050306244189055
b270860,grumpy,TRUE,Alice,2017-01-07 22:05:36,2017-01-08 12:03:20,2017-01-08 12:27:19,calibration_slope,0.007715171868652595,0.006619802094782081,0.006510445193708529,0.007067637567125832,0.0067212293540945605,0.0065247478806532795
b513936,bashful,TRUE,Alice,2017-01-07 20:09:48,2017-01-08 12:19:21,2017-01-08 12:47:48,calibration_slope,0.006877065787473899,0.006802843884465522,0.006820146893137863,0.006877568405662998,0.007027351038282983,0.0069347739236336765
b447649,bashful,TRUE,Xavier,2017-01-07 23:40:09,2017-01-08 12:55:41,2017-01-08 13:35:35,calibration_slope,0.0066422315830907165,0.007533553295850831,0.006974416261328464,0.00720079772371743,0.006764325677114545,0.006696673947714513
b392975,doc,TRUE,Charles,2017-01-08 21:17:46,2017-01-09 09:55:24,2017-01-09 10:26:28,calibration_slope,0.008640696593351826,0.007976974352599817,0.008207898989009595,0.008831247716006452,0.008246760541043148,0.008491579573049971
b138062,grumpy,TRUE,Xavier,2017-01-08 20:01:32,2017-01-09 11:11:16,2017-01-09 11:43:22,calibration_slope,0.0071203654480952085,0.006807904291017927,0.007263283239449176,0.00682788594278659,0.006630846296742406,0.0069893993968625345
b369971,doc,TRUE,Yolanda,2017-01-08 22:16:38,2017-01-09 09:40:40,2017-01-09 10:20:09,calibration_slope,0.008122844957784398,0.0075489617276874735,0.0077096307237173554,0.007909363322082853,0.008176034127996378,0.006821726842072733
b491782,bashful,TRUE,Yolanda,2017-01-08 23:22:37,2017-01-09 10:29:45,2017-01-09 11:06:07,calibration_slope,0.007576539229759549,0.007615582665436962,0.006336072174619528,0.006445448538629105,0.00679916087041689,0.0066222723727750975
b642121,dopey,TRUE,Yolanda,2017-01-08 21:25:18,2017-01-09 11:04:37,2017-01-09 11:25:25,calibration_slope,0.007308768163262965,0.007813847270778143,0.006774170765755701,0.00698349965801565,0.0071963951598060915,0.00686948921364515
b643773,sneezy,TRUE,Xavier,2017-01-09 01:15:13,2017-01-09 12:32:30,2017-01-09 13:04:53,calibration_slope,0.007495394923162333,0.007273549300749029,0.006329160795578907,0.0075488085820982235,0.006869367896118643,0.006521863056661049
b300172,dopey,TRUE,Xavier,2017-01-08 20:28:05,2017-01-09 10:02:44,2017-01-09 10:40:48,calibration_slope,0.006960502046655518,0.00697700429613445,0.006940640362262795,0.007113060795994155,0.00668657098439019,0.007405376339118878
b656819,bashful,TRUE,Charles,2017-01-08 22:17:24,2017-01-09 10:39:54,2017-01-09 11:05:05,calibration_slope,0.006714241072564386,0.006988645726306507,0.007333178766953838,0.006573201560805542,0.007026989257207056,0.007253406123739379
b783246,sleepy,TRUE,Zachary,2017-01-08 23:06:08,2017-01-09 09:58:24,2017-01-09 10:14:34,calibration_slope,0.0067313385650045075,0.006638796288803509,0.007425979569549505,0.006449642457874582,0.007243098405752242,0.007088075140280618
b598137,happy,TRUE,Xavier,2017-01-08 22:20:09,2017-01-09 10:31:59,2017-01-09 10:56:36,calibration_slope,0.006997858501699335,0.007422424658965346,0.006789676637662346,0.006853416302453039,0.006879052047408758,0.006516421327124395
b122984,sleepy,TRUE,Brad,2017-01-08 22:01:30,2017-01-09 12:58:06,2017-01-09 13:17:34,calibration_slope,0.007003448285777927,0.006978263885549807,0.007055413793427727,0.0063692875888422765,0.007129845664044619,0.0069432368279467496
b480701,doc,TRUE,Yolanda,2017-01-08 21:46:51,2017-01-09 12:03:24,2017-01-09 12:32:19,calibration_slope,0.007717112242357686,0.007114048788389634,0.00852817895403654,0.007748969987965102,0.008520271475140168,0.007068396603061188
b292278,dopey,TRUE,Zachary,2017-01-08 20:48:41,2017-01-09 13:43:15,2017-01-09 14:12:59,calibration_slope,0.006649009119605479,0.006171085863258758,0.006018924744150389,0.006592793465292571,0.007070677884453075,0.0062326266035355425
b102508,grumpy,TRUE,Xavier,2017-01-09 00:48:07,2017-01-09 10:23:02,2017-01-09 11:04:54,calibration_slope,0.006603094172586684,0.0076072496551002075,0.007106795688985951,0.0073492925532284955,0.006225186196269422,0.007401587020490073
b802484,sleepy,TRUE,Brad,2017-01-08 22:40:12,2017-01-09 12:45:26,2017-01-09 13:13:29,calibration_slope,0.006775795191902757,0.007432907277917692,0.007198838402415375,0.0067487300581817395,0.007429257612706831,0.007827554932172808
b641631,bashful,TRUE,Charles,2017-01-09 01:09:54,2017-01-09 12:50:30,2017-01-09 13:07:11,calibration_slope,0.007026097135928364,0.007255285366911908,0.00705183127040719,0.007073968331593427,0.006952038722446091,0.007121587137143628
b850570,sleepy,TRUE,Zachary,2017-01-08 20:13:07,2017-01-09 09:17:53,2017-01-09 09:35:32,calibration_slope,0.007016437284437438,0.007218725578426448,0.006481919156352944,0.007045994625012291,0.007272862570922976,0.006931420026252664
b789360,sleepy,TRUE,Alice,2017-01-09 00:28:24,2017-01-09 10:49:50,2017-01-09 11:09:54,calibration_slope,0.0066060875076141175,0.007257018653862263,0.007100049736786214,0.0070339853901364895,0.00690681794057646,0.0062565978330685924
b239473,sneezy,TRUE,Brad,2017-01-09 01:24:40,2017-01-09 11:21:13,2017-01-09 12:01:31,calibration_slope,0.007390892555551604,0.0072645384642758696,0.007215325452822063,0.006988184620507312,0.006924267775045776,0.007236449779414207
b683345,dopey,TRUE,Zachary,2017-01-08 22:45:58,2017-01-09 09:48:51,2017-01-09 10:19:16,calibration_slope,0.006795868822719131,0.006996006848800956,0.006931744426120309,0.007082213691975734,0.007196737069756172,0.007249047208975171
b698312,sneezy,TRUE,Yolanda,2017-01-09 21:32:16,2017-01-10 12:58:16,2017-01-10 13:34:06,calibration_slope,0.007468579437861352,0.007236228480269619,0.006502163189202195,0.006865284886696729,0.006980453197591823,0.007033059482366345
b103382,sleepy,TRUE,Charles,2017-01-09 21:24:30,2017-01-10 09:02:55,2017-01-10 09:44:25,calibration_slope,0.007083074341604329,0.006991898554304326,0.006861517627228545,0.0065318275923454475,0.006880052842492882,0.007087840201379947
b490016,sneezy,TRUE,Brad,2017-01-10 01:28:06,2017-01-10 12:03:24,2017-01-10 12:37:07,calibration_slope,0.007132779141678573,0.007109505444613061,0.007001700233745281,0.007014317338376673,0.00724766409490505,0.007071675142780649
b245033,bashful,TRUE,Xavier,2017-01-10 00:31:43,2017-01-10 13:27:17,2017-01-10 13:51:06,calibration_slope,0.007311771472096536,0.0065359605718804574,0.006369495337180513,0.006028559869332759,0.007216987261476901,0.007254456296962252
b825105,sleepy,TRUE,Alice,2017-01-09 21:50:55,2017-01-10 10:06:24,2017-01-10 10:33:46,calibration_slope,0.007272147538333233,0.007024212007205628,0.006738580782189554,0.007160858793552779,0.007148978442736252,0.0070635344752434034
b175639,doc,TRUE,Xavier,2017-01-10 01:50:31,2017-01-10 13:25:23,2017-01-10 13:43:08,calibration_slope,0.007675478399255831,0.007615538511479684,0.0089974848020023,0.007824207077940185,0.007983906718884335,0.006923862801653985
b896983,doc,TRUE,Brad,2017-01-09 21:09:45,2017-01-10 09:08:51,2017-01-10 09:52:43,calibration_slope,0.007453312351485933,0.008106107018986335,0.00750628972987385,0.006963120056065805,0.00844833958169245,0.007666261298781264
b331399,grumpy,TRUE,Yolanda,2017-01-09 21:47:00,2017-01-10 13:37:48,2017-01-10 14:07:39,calibration_slope,0.006770220336758764,0.0070662679814343906,0.007458868352547162,0.00754903308849624,0.006827505599045089,0.006958295866150552
b129312,happy,TRUE,Alice,2017-01-09 22:19:04,2017-01-10 10:20:10,2017-01-10 11:04:36,calibration_slope,0.007098330715032019,0.007501204539826717,0.007399300817720551,0.007250311729083222,0.006108851370071553,0.006875183131905529
b523660,doc,TRUE,Xavier,2017-01-09 22:01:51,2017-01-10 10:30:48,2017-01-10 10:50:04,calibration_slope,0.009545182076570131,0.007693177655015109,0.007437728935612544,0.0076830462484275795,0.008844806809951148,0.007767148367413223
b272042,happy,TRUE,Zachary,2017-01-09 21:50:02,2017-01-10 10:53:05,2017-01-10 11:18:58,calibration_slope,0.006680043635958735,0.006653136468621889,0.006718487078758837,0.007390362442414712,0.006989688221338763,0.007128920368069527
b290380,dopey,TRUE,Charles,2017-01-09 23:04:56,2017-01-10 10:27:03,2017-01-10 10:46:42,calibration_slope,0.007208026920767154,0.006960705207926443,0.0066943408117146825,0.006779335578476774,0.0067497491099780494,0.006997746525460573
b493235,sleepy,TRUE,Yolanda,2017-01-09 23:28:36,2017-01-10 10:38:13,2017-01-10 11:03:11,calibration_slope,0.007132184616091669,0.007467329696597403,0.007854538471522192,0.006999479933323355,0.0067594725895207776,0.0068311334106626225
b245999,sleepy,TRUE,Yolanda,2017-01-09 23:56:04,2017-01-10 10:27:20,2017-01-10 11:01:52,calibration_slope,0.00684187328116642,0.006936257982823773,0.007167724182197971,0.006245475315998483,0.007215687599917102,0.007060622718563373
b763243,bashful,TRUE,Zachary,2017-01-09 21:36:46,2017-01-10 11:39:32,2017-01-10 12:11:12,calibration_slope,0.00683940476537868,0.007189465111727156,0.007003484072785186,0.006839679126686813,0.007140256246251504,0.006941676246410909
b294113,grumpy,TRUE,Brad,2017-01-09 22:22:33,2017-01-10 13:13:34,2017-01-10 13:32:55,calibration_slope,0.00700183294197809,0.007120529288495964,0.006243967655704923,0.006633230356279693,0.007250071490190963,0.007097116824734143
b639783,grumpy,TRUE,Yolanda,2017-01-10 00:03:37,2017-01-10 09:32:11,2017-01-10 10:07:10,calibration_slope,0.006775498224826981,0.007904206606151997,0.006431295683457006,0.0070994887633547814,0.00715519113518935,0.006759959444947351
b830845,doc,TRUE,Alice,2017-01-10 00:37:11,2017-01-10 13:16:25,2017-01-10 13:47:23,calibration_slope,0.007989347236099434,0.007250189356399879,0.008437579309682669,0.008196098657862062,0.008530136398178453,0.007984430814637926
b532199,dopey,TRUE,Brad,2017-01-10 00:02:44,2017-01-10 11:46:53,2017-01-10 12:04:44,calibration_slope,0.007284798373216513,0.006434307261030988,0.006921404788448573,0.007149362958222528,0.006823984130821046,0.006870941816080927
b272596,bashful,TRUE,Charles,2017-01-10 00:44:49,2017-01-10 11:38:19,2017-01-10 12:05:16,calibration_slope,0.006566879929088998,0.007270625534517576,0.007080200794386956,0.006890685663490137,0.006731799138322969,0.007108124517448422
b459151,sleepy,TRUE,Brad,2017-01-10 22:15:37,2017-01-11 10:23:25,2017-01-11 10:39:55,calibration_slope,0.007285914571480563,0.006967075635170886,0.007107839227491552,0.006758411191820695,0.007579944361719277,0.00691584458262776
b202195,sleepy,TRUE,Zachary,2017-01-10 20:10:58,2017-01-11 10:51:51,2017-01-11 11:34:25,calibration_slope,0.00719144399899703,0.006375087734660423,0.007753010289019588,0.006414101588947371,0.006981928163947945,0.006559327963471428
b676289,happy,TRUE,Zachary,2017-01-10 22:11:10,2017-01-11 11:16:26,2017-01-11 11:35:40,calibration_slope,0.0070177334719432995,0.00695028836388774,0.006439136560479519,0.006441140640723926,0.006785962858804239,0.006204382493342017
b575065,doc,TRUE,Alice,2017-01-10 22:27:37,2017-01-11 10:20:31,2017-01-11 11:04:02,calibration_slope,0.00827712994760174,0.00844245714495807,0.008005428415892227,0.008202570855688115,0.008309316553299242,0.00857717459465849
b357113,bashful,TRUE,Yolanda,2017-01-10 20:33:00,2017-01-11 11:11:29,2017-01-11 11:52:01,calibration_slope,0.006561612304966916,0.007659365140496302,0.00686519578694019,0.007028058628010431,0.007033974596210756,0.007630924246485155
b429023,sneezy,TRUE,Zachary,2017-01-10 20:57:00,2017-01-11 12:24:29,2017-01-11 12:45:59,calibration_slope,0.007447809119494536,0.007091362234152198,0.006883057437425739,0.006677671618800495,0.007078164306991465,0.007188598277780466
b491100,doc,TRUE,Xavier,2017-01-10 20:37:41,2017-01-11 09:18:07,2017-01-11 09:47:45,calibration_slope,0.008403223585374051,0.00820003709565863,0.007653462203254215,0.0076523205236935544,0.00812658230198942,0.007891035120255884
b371704,doc,TRUE,Zachary,2017-01-10 22:19:41,2017-01-11 12:51:44,2017-01-11 13:31:00,calibration_slope,0.007974228493663084,0.00796342974490093,0.008825310390030037,0.006925127903951775,0.006856764741040315,0.008171556016847437
b698917,sneezy,TRUE,Charles,2017-01-10 22:31:03,2017-01-11 09:02:09,2017-01-11 09:30:47,calibration_slope,0.007009301927567683,0.006923589854609596,0.006946496193812522,0.0068614636992221515,0.0074183067819996035,0.007272144890280648
b535374,bashful,TRUE,Alice,2017-01-10 22:56:00,2017-01-11 13:03:10,2017-01-11 13:27:31,calibration_slope,0.007028792614894438,0.006529695918510831,0.006976887382324156,0.0071884380286437255,0.007084309520314203,0.006876714384957961
b243154,doc,TRUE,Brad,2017-01-10 21:40:37,2017-01-11 12:55:43,2017-01-11 13:27:56,calibration_slope,0.008017285353724292,0.00765023408869607,0.00823978335933651,0.008012903117540627,0.008259718707169543,0.008148530407739957
b345261,doc,TRUE,Yolanda,2017-01-11 00:20:19,2017-01-11 12:33:52,2017-01-11 12:56:12,calibration_slope,0.0077337442709782865,0.00827325585999061,0.006949142333477306,0.007912504745065628,0.008490653244665884,0.008384199412631962
b694103,happy,TRUE,Xavier,2017-01-11 00:03:25,2017-01-11 10:06:51,2017-01-11 10:31:02,calibration_slope,0.007172992172650773,0.00682373386086193,0.007219815821592807,0.00665030555026403,0.006784755452987066,0.007224989986936034
b701923,bashful,TRUE,Brad,2017-01-11 00:07:16,2017-01-11 11:23:46,2017-01-11 11:41:45,calibration_slope,0.00738307057599033,0.006829456778631051,0.006741173483522154,0.007320130300052547,0.006805884172241439,0.0067172296504072054
b360681,sleepy,TRUE,Charles,2017-01-10 23:00:31,2017-01-11 09:46:23,2017-01-11 10:22:46,calibration_slope,0.007211596068916258,0.0063262092044259356,0.006764271224545557,0.006697421628591837,0.006952649860484218,0.006664099876595706
b781988,grumpy,TRUE,Zachary,2017-01-10 23:35:18,2017-01-11 10:31:23,2017-01-11 11:09:54,calibration_slope,0.007013580430111034,0.007034545308508694,0.006869444440362994,0.0065832008867049326,0.007065258428944573,0.007287972666407122
b346155,happy,TRUE,Alice,2017-01-10 21:17:45,2017-01-11 09:43:21,2017-01-11 10:24:23,calibration_slope,0.006759557410381805,0.007339595976238537,0.006376372908695484,0.00747041109956238,0.006626920913396433,0.006966499231835585
b641491,dopey,TRUE,Xavier,2017-01-10 21:43:36,2017-01-11 11:24:15,2017-01-11 11:45:58,calibration_slope,0.007346776617644451,0.006303789420136174,0.0073211071379723335,0.00663166080874081,0.006655253979820391,0.006834063562826626
b317810,sneezy,TRUE,Alice,2017-01-10 20:36:55,2017-01-11 10:10:31,2017-01-11 10:53:02,calibration_slope,0.0073474273927602455,0.006980515749053177,0.007085491511467331,0.00672157575050681,0.007911229303416322,0.006990719664946379
b151345,dopey,TRUE,Zachary,2017-01-10 21:29:17,2017-01-11 13:06:59,2017-01-11 13:44:57,calibration_slope,0.0063272919730093784,0.007162885867201493,0.006854423357668179,0.0072164774307421605,0.006744163953180774,0.007371350793037482
b669724,dopey,TRUE,Yolanda,2017-01-11 23:06:42,2017-01-12 09:09:59,2017-01-12 09:33:01,calibration_slope,0.006963617199014914,0.007230156932210873,0.0068046664400208,0.006943040246305605,0.007170329794420883,0.007264044056076658
b125012,dopey,TRUE,Charles,2017-01-12 00:54:12,2017-01-12 11:54:32,2017-01-12 12:30:16,calibration_slope,0.00698164120815086,0.0068508311648669395,0.0067853783291146365,0.006878795616396567,0.006756904575757419,0.007106259827616696
b258363,happy,TRUE,Yolanda,2017-01-12 01:32:41,2017-01-12 10:26:37,2017-01-12 10:49:30,calibration_slope,0.007279627758721467,0.006624198391845353,0.0066637151307336,0.0066514655804608335,0.006591488395443915,0.006289501941590568
b473897,sleepy,TRUE,Charles,2017-01-12 00:01:26,2017-01-12 12:55:21,2017-01-12 13:39:32,calibration_slope,0.007298686245626164,0.0073135827020009495,0.007063397746472503,0.0070551994071475855,0.006876480789862627,0.007310103032234153
b648746,dopey,TRUE,Yolanda,2017-01-11 20:08:52,2017-01-12 09:13:09,2017-01-12 09:34:28,calibration_slope,0.0065329948477939725,0.006709454267291429,0.007067394309270678,0.006480578285135518,0.007032319699091845,0.007015228990612919
b894820,happy,TRUE,Zachary,2017-01-12 01:26:03,2017-01-12 12:35:36,2017-01-12 13:00:11,calibration_slope,0.007210536113090534,0.007249094334486255,0.007515752908059634,0.006970945538533854,0.006963009891190038,0.006733852636514372
b582978,dopey,TRUE,Xavier,2017-01-11 22:29:41,2017-01-12 11:28:17,2017-01-12 11:43:51,calibration_slope,0.00700663500916305,0.006077394344226348,0.00711295169647583,0.007085339139830212,0.007027783921214427,0.007152725534270778
b406025,grumpy,TRUE,Alice,2017-01-11 20:12:16,2017-01-12 09:33:25,2017-01-12 09:49:18,calibration_slope,0.006492058146079464,0.007189793990509273,0.007398712036716445,0.0064779690154712745,0.007049154550719658,0.006949017808361767
b879346,dopey,TRUE,Alice,2017-01-11 21:47:24,2017-01-12 11:55:21,2017-01-12 12:26:57,calibration_slope,0.007004884969966809,0.00751766675151687,0.0063254266622076545,0.00680591491641166,0.0072027555201196825,0.006806551524175478
b697939,dopey,TRUE,Brad,2017-01-12 00:51:22,2017-01-12 09:13:53,2017-01-12 09:32:33,calibration_slope,0.006673793906673547,0.006827338285322529,0.0073171503229934745,0.007026606544691098,0.006652550085874947,0.007053121505828136
b692207,sneezy,TRUE,Brad,2017-01-11 22:01:49,2017-01-12 12:48:38,2017-01-12 13:15:38,calibration_slope,0.006870196106736567,0.007346439430377375,0.0065361151901916345,0.006775551523880178,0.007088917843066705,0.006744558362378385
b688008,sleepy,TRUE,Zachary,2017-01-11 21:02:58,2017-01-12 12:38:45,2017-01-12 12:58:27,calibration_slope,0.006336014884678504,0.007437335777980861,0.00690428288541255,0.007306944524711385,0.0071530107056509374,0.007289943965600476
b219175,sleepy,TRUE,Xavier,2017-01-11 20:21:54,2017-01-12 13:38:32,2017-01-12 13:53:32,calibration_slope,0.006850925278561476,0.007088591901806027,0.006800890980897864,0.007381245562129612,0.007323842797453981,0.007757998099553148
b473571,doc,TRUE,Alice,2017-01-12 00:37:42,2017-01-12 12:50:54,2017-01-12 13:26:14,calibration_slope,0.007127030258163614,0.008216315036653725,0.008045828891250164,0.008151630945300596,0.008740757116595837,0.007175130897590429
b336653,grumpy,TRUE,Brad,2017-01-11 22:14:03,2017-01-12 09:18:01,2017-01-12 09:41:24,calibration_slope,0.0064851579124619,0.006986139475589949,0.007460083256271868,0.006898509072325242,0.007234928459506714,0.007423295369354346
b265595,dopey,TRUE,Yolanda,2017-01-12 00:16:35,2017-01-12 13:49:27,2017-01-12 14:13:35,calibration_slope,0.0069082397936369565,0.007105767655850151,0.007659362362294106,0.00761775253176016,0.007210062618311539,0.007101612449705783
